,Image path,Directory,Class ID,Class name
83,CHR/41_CHR_83_GalaxyS7_20170607_134909_32.jpg,CHR,2,_Quercus rubra_
84,CHR/63_CHR_59_Nexus 5_20170906_100011_10.jpg,CHR,2,_Quercus rubra_
85,CHR/63_CHR_59_Nexus 5_20170906_100011_11.jpg,CHR,2,_Quercus rubra_
86,CHR/41_CHR_83_GalaxyS7_20170607_134909_33.jpg,CHR,2,_Quercus rubra_
87,CHR/496_CHR_71_GalaxyS7_20170916_155202_21.jpg,CHR,2,_Quercus rubra_
88,CHR/501_CHR_36_GalaxyS7_20170916_161242_9.jpg,CHR,2,_Quercus rubra_
89,CHR/478_CHR_132_GalaxyS7_20170916_142627_4.jpg,CHR,2,_Quercus rubra_
90,CHR/41_CHR_83_GalaxyS7_20170607_134909_27.jpg,CHR,2,_Quercus rubra_
91,CHR/41_CHR_83_Nexus 5_20170607_134706_22.jpg,CHR,2,_Quercus rubra_
92,CHR/77_CHR_146_Nexus 5_20170906_101151_13.jpg,CHR,2,_Quercus rubra_
93,CHR/487_CHR_61_GalaxyS7_20170916_152534_6.jpg,CHR,2,_Quercus rubra_
94,CHR/530_CHR_75_GalaxyS5_20170607_140002_42.jpg,CHR,2,_Quercus rubra_
95,CHR/74_CHR_96_Nexus 5_20170906_100932_7.jpg,CHR,2,_Quercus rubra_
96,CHR/515_CHR_36_GalaxyS7_20170916_174810_2.jpg,CHR,2,_Quercus rubra_
97,CHR/66_CHR_153_Nexus 5_20170906_100243_10.jpg,CHR,2,_Quercus rubra_
98,CHR/520_CHR_188_GalaxyS7_20170916_181952_17.jpg,CHR,2,_Quercus rubra_
99,CHR/512_CHR_84_GalaxyS7_20170916_170238_16.jpg,CHR,2,_Quercus rubra_
100,CHR/53_CHR_52_Nexus 5_20170906_093353_2.jpg,CHR,2,_Quercus rubra_
101,CHR/41_CHR_83_GalaxyS5_20170607_134920_10.jpg,CHR,2,_Quercus rubra_
102,CHR/41_CHR_83_Nexus 5_20170607_134706_6.jpg,CHR,2,_Quercus rubra_
103,CHR/57_CHR_50_Nexus 5_20170906_093936_15.jpg,CHR,2,_Quercus rubra_
104,CHR/55_CHR_78_Nexus 5_20170906_093648_9.jpg,CHR,2,_Quercus rubra_
105,CHR/502_CHR_79_GalaxyS7_20170916_161456_9.jpg,CHR,2,_Quercus rubra_
106,CHR/41_CHR_83_GalaxyS5_20170607_134920_38.jpg,CHR,2,_Quercus rubra_
107,CHR/534_CHR_92_GalaxyS7_20170607_150948_23.jpg,CHR,2,_Quercus rubra_
108,CHR/529_CHR_304_GalaxyS7_20170918_120803_40.jpg,CHR,2,_Quercus rubra_
109,CHR/475_CHR_170_GalaxyS7_20170916_141940_17.jpg,CHR,2,_Quercus rubra_
110,CHR/76_CHR_160_Nexus 5_20170906_101055_14.jpg,CHR,2,_Quercus rubra_
111,CHR/58_CHR_107_Nexus 5_20170906_095604_17.jpg,CHR,2,_Quercus rubra_
112,CHR/508_CHR_76_GalaxyS7_20170916_165247_7.jpg,CHR,2,_Quercus rubra_
113,CHR/492_CHR_241_GalaxyS7_20170916_154101_34.jpg,CHR,2,_Quercus rubra_
114,CHR/510_CHR_45_GalaxyS7_20170916_165624_6.jpg,CHR,2,_Quercus rubra_
115,CHR/511_CHR_74_GalaxyS7_20170916_170122_6.jpg,CHR,2,_Quercus rubra_
116,CHR/72_CHR_135_Nexus 5_20170906_100806_6.jpg,CHR,2,_Quercus rubra_
117,CHR/492_CHR_241_GalaxyS7_20170916_154101_20.jpg,CHR,2,_Quercus rubra_
118,CHR/676_CHR_134_GalaxyS5_20170615_115642_7.jpg,CHR,2,_Quercus rubra_
119,CHR/486_CHR_147_GalaxyS7_20170916_151807_17.jpg,CHR,2,_Quercus rubra_
120,CHR/678_CHR_111_GalaxyS5_20170713_102734_6.jpg,CHR,2,_Quercus rubra_
121,CHR/65_CHR_150_Nexus 5_20170906_100148_9.jpg,CHR,2,_Quercus rubra_
122,CHR/678_CHR_111_GalaxyS5_20170713_102734_16.jpg,CHR,2,_Quercus rubra_
123,CHR/497_CHR_119_GalaxyS7_20170916_155349_29.jpg,CHR,2,_Quercus rubra_
124,CHR/44_CHR_140_Nexus 5_20170608_093912_28.jpg,CHR,2,_Quercus rubra_
125,CHR/489_CHR_94_GalaxyS7_20170916_153023_13.jpg,CHR,2,_Quercus rubra_
126,CHR/497_CHR_119_GalaxyS7_20170916_155349_9.jpg,CHR,2,_Quercus rubra_
127,CHR/530_CHR_75_GalaxyS7_20170607_135958_48.jpg,CHR,2,_Quercus rubra_
128,CHR/488_CHR_81_GalaxyS7_20170916_152801_20.jpg,CHR,2,_Quercus rubra_
129,CHR/78_CHR_148_Nexus 5_20170906_101236_14.jpg,CHR,2,_Quercus rubra_
130,CHR/497_CHR_119_GalaxyS7_20170916_155349_15.jpg,CHR,2,_Quercus rubra_
131,CHR/44_CHR_140_Nexus 5_20170608_093912_14.jpg,CHR,2,_Quercus rubra_
132,CHR/61_CHR_57_Nexus 5_20170906_095849_4.jpg,CHR,2,_Quercus rubra_
133,CHR/674_CHR_162_GalaxyS5_20170615_103841_4.jpg,CHR,2,_Quercus rubra_
134,CHR/500_CHR_33_GalaxyS7_20170916_161047_2.jpg,CHR,2,_Quercus rubra_
135,CHR/54_CHR_77_Nexus 5_20170906_093431_8.jpg,CHR,2,_Quercus rubra_
136,CHR/531_CHR_111_GalaxyS5_20170607_144448_14.jpg,CHR,2,_Quercus rubra_
137,CHR/675_CHR_96_GalaxyS5_20170615_104301_26.jpg,CHR,2,_Quercus rubra_
138,CHR/531_CHR_111_GalaxyS5_20170607_144448_8.jpg,CHR,2,_Quercus rubra_
139,CHR/531_CHR_111_GalaxyS5_20170607_144448_28.jpg,CHR,2,_Quercus rubra_
140,CHR/534_CHR_92_GalaxyS5_20170607_151119_17.jpg,CHR,2,_Quercus rubra_
141,CHR/503_CHR_39_GalaxyS7_20170916_161806_3.jpg,CHR,2,_Quercus rubra_
142,CHR/523_CHR_175_GalaxyS7_20170916_182628_7.jpg,CHR,2,_Quercus rubra_
143,CHR/680_CHR_147_GalaxyS5_20170713_105943_11.jpg,CHR,2,_Quercus rubra_
144,CHR/73_CHR_143_Nexus 5_20170906_100849_9.jpg,CHR,2,_Quercus rubra_
145,CHR/524_CHR_127_GalaxyS7_20170916_182952_8.jpg,CHR,2,_Quercus rubra_
146,CHR/514_CHR_101_GalaxyS7_20170916_170647_4.jpg,CHR,2,_Quercus rubra_
147,CHR/526_CHR_61_GalaxyS7_20170916_184108_16.jpg,CHR,2,_Quercus rubra_
148,CHR/527_CHR_124_GalaxyS7_20170918_115947_23.jpg,CHR,2,_Quercus rubra_
149,CHR/507_CHR_81_GalaxyS7_20170916_164911_9.jpg,CHR,2,_Quercus rubra_
150,CHR/530_CHR_75_GalaxyS7_20170607_135958_3.jpg,CHR,2,_Quercus rubra_
151,CHR/481_CHR_137_GalaxyS7_20170916_143231_14.jpg,CHR,2,_Quercus rubra_
152,CHR/528_CHR_160_GalaxyS7_20170918_120236_29.jpg,CHR,2,_Quercus rubra_
153,CHR/41_CHR_83_GalaxyS7_20170607_134909_6.jpg,CHR,2,_Quercus rubra_
154,CHR/477_CHR_152_GalaxyS7_20170916_142426_29.jpg,CHR,2,_Quercus rubra_
155,CHR/528_CHR_160_GalaxyS7_20170918_120236_15.jpg,CHR,2,_Quercus rubra_
156,CHR/484_CHR_201_GalaxyS7_20170916_150524_35.jpg,CHR,2,_Quercus rubra_
157,CHR/57_CHR_50_Nexus 5_20170906_093936_2.jpg,CHR,2,_Quercus rubra_
158,CHR/60_CHR_106_Nexus 5_20170906_095757_4.jpg,CHR,2,_Quercus rubra_
159,CHR/45_CHR_130_Nexus 5_20170608_094309_3.jpg,CHR,2,_Quercus rubra_
160,CHR/484_CHR_201_GalaxyS7_20170916_150524_21.jpg,CHR,2,_Quercus rubra_
161,CHR/485_CHR_175_GalaxyS7_20170916_150927_20.jpg,CHR,2,_Quercus rubra_
162,CHR/495_CHR_74_GalaxyS7_20170916_154951_20.jpg,CHR,2,_Quercus rubra_
163,CHR/477_CHR_152_GalaxyS7_20170916_142426_15.jpg,CHR,2,_Quercus rubra_
164,CHR/80_CHR_62_Nexus 5_20170906_105412_17.jpg,CHR,2,_Quercus rubra_
165,CHR/481_CHR_137_GalaxyS7_20170916_143231_9.jpg,CHR,2,_Quercus rubra_
166,CHR/680_CHR_147_GalaxyS5_20170713_105943_8.jpg,CHR,2,_Quercus rubra_
167,CHR/52_CHR_82_Nexus 5_20170906_092540_3.jpg,CHR,2,_Quercus rubra_
168,CHR/478_CHR_132_GalaxyS7_20170916_142627_18.jpg,CHR,2,_Quercus rubra_
169,CHR/503_CHR_39_GalaxyS7_20170916_161806_15.jpg,CHR,2,_Quercus rubra_
170,CHR/518_CHR_97_GalaxyS7_20170916_181256_17.jpg,CHR,2,_Quercus rubra_
171,CHR/518_CHR_97_GalaxyS7_20170916_181256_15.jpg,CHR,2,_Quercus rubra_
172,CHR/503_CHR_39_GalaxyS7_20170916_161806_17.jpg,CHR,2,_Quercus rubra_
173,CHR/492_CHR_241_GalaxyS7_20170916_154101_9.jpg,CHR,2,_Quercus rubra_
174,CHR/477_CHR_152_GalaxyS7_20170916_142426_3.jpg,CHR,2,_Quercus rubra_
175,CHR/80_CHR_62_Nexus 5_20170906_105412_15.jpg,CHR,2,_Quercus rubra_
176,CHR/77_CHR_146_Nexus 5_20170906_101151_2.jpg,CHR,2,_Quercus rubra_
177,CHR/60_CHR_106_Nexus 5_20170906_095757_6.jpg,CHR,2,_Quercus rubra_
178,CHR/484_CHR_201_GalaxyS7_20170916_150524_37.jpg,CHR,2,_Quercus rubra_
179,CHR/528_CHR_160_GalaxyS7_20170918_120236_17.jpg,CHR,2,_Quercus rubra_
180,CHR/477_CHR_152_GalaxyS7_20170916_142426_17.jpg,CHR,2,_Quercus rubra_
181,CHR/495_CHR_74_GalaxyS7_20170916_154951_22.jpg,CHR,2,_Quercus rubra_
182,CHR/485_CHR_175_GalaxyS7_20170916_150927_22.jpg,CHR,2,_Quercus rubra_
183,CHR/484_CHR_201_GalaxyS7_20170916_150524_23.jpg,CHR,2,_Quercus rubra_
184,CHR/522_CHR_114_GalaxyS7_20170916_182423_3.jpg,CHR,2,_Quercus rubra_
185,CHR/493_CHR_178_GalaxyS7_20170916_154409_8.jpg,CHR,2,_Quercus rubra_
186,CHR/519_CHR_94_GalaxyS7_20170916_181706_8.jpg,CHR,2,_Quercus rubra_
187,CHR/41_CHR_83_GalaxyS7_20170607_134909_4.jpg,CHR,2,_Quercus rubra_
188,CHR/527_CHR_124_GalaxyS7_20170918_115947_21.jpg,CHR,2,_Quercus rubra_
189,CHR/534_CHR_92_GalaxyS5_20170607_151119_29.jpg,CHR,2,_Quercus rubra_
190,CHR/67_CHR_54_Nexus 5_20170906_100340_8.jpg,CHR,2,_Quercus rubra_
191,CHR/481_CHR_137_GalaxyS7_20170916_143231_16.jpg,CHR,2,_Quercus rubra_
192,CHR/529_CHR_304_GalaxyS7_20170918_120803_3.jpg,CHR,2,_Quercus rubra_
193,CHR/527_CHR_124_GalaxyS7_20170918_115947_35.jpg,CHR,2,_Quercus rubra_
194,CHR/680_CHR_147_GalaxyS5_20170713_105943_13.jpg,CHR,2,_Quercus rubra_
195,CHR/523_CHR_175_GalaxyS7_20170916_182628_5.jpg,CHR,2,_Quercus rubra_
196,CHR/534_CHR_92_GalaxyS5_20170607_151119_15.jpg,CHR,2,_Quercus rubra_
197,CHR/516_CHR_30_GalaxyS7_20170916_175023_9.jpg,CHR,2,_Quercus rubra_
198,CHR/526_CHR_61_GalaxyS7_20170916_184108_14.jpg,CHR,2,_Quercus rubra_
199,CHR/514_CHR_101_GalaxyS7_20170916_170647_6.jpg,CHR,2,_Quercus rubra_
200,CHR/491_CHR_109_GalaxyS7_20170916_153547_2.jpg,CHR,2,_Quercus rubra_
201,CHR/675_CHR_96_GalaxyS5_20170615_104301_24.jpg,CHR,2,_Quercus rubra_
202,CHR/675_CHR_96_GalaxyS5_20170615_104301_30.jpg,CHR,2,_Quercus rubra_
203,CHR/47_CHR_140_Nexus 5_20170608_100337_8.jpg,CHR,2,_Quercus rubra_
204,CHR/674_CHR_162_GalaxyS5_20170615_103841_6.jpg,CHR,2,_Quercus rubra_
205,CHR/61_CHR_57_Nexus 5_20170906_095849_6.jpg,CHR,2,_Quercus rubra_
206,CHR/675_CHR_96_GalaxyS5_20170615_104301_18.jpg,CHR,2,_Quercus rubra_
207,CHR/531_CHR_111_GalaxyS5_20170607_144448_16.jpg,CHR,2,_Quercus rubra_
208,CHR/78_CHR_148_Nexus 5_20170906_101236_16.jpg,CHR,2,_Quercus rubra_
209,CHR/488_CHR_81_GalaxyS7_20170916_152801_22.jpg,CHR,2,_Quercus rubra_
210,CHR/486_CHR_147_GalaxyS7_20170916_151807_29.jpg,CHR,2,_Quercus rubra_
211,CHR/532_CHR_95_GalaxyS5_20170607_150101_9.jpg,CHR,2,_Quercus rubra_
212,CHR/44_CHR_140_Nexus 5_20170608_093912_16.jpg,CHR,2,_Quercus rubra_
213,CHR/497_CHR_119_GalaxyS7_20170916_155349_17.jpg,CHR,2,_Quercus rubra_
214,CHR/475_CHR_170_GalaxyS7_20170916_141940_9.jpg,CHR,2,_Quercus rubra_
215,CHR/521_CHR_104_GalaxyS7_20170916_182211_8.jpg,CHR,2,_Quercus rubra_
216,CHR/678_CHR_111_GalaxyS5_20170713_102734_4.jpg,CHR,2,_Quercus rubra_
217,CHR/486_CHR_147_GalaxyS7_20170916_151807_15.jpg,CHR,2,_Quercus rubra_
218,CHR/489_CHR_94_GalaxyS7_20170916_153023_11.jpg,CHR,2,_Quercus rubra_
219,CHR/56_CHR_67_Nexus 5_20170906_093842_2.jpg,CHR,2,_Quercus rubra_
220,CHR/678_CHR_111_GalaxyS5_20170713_102734_14.jpg,CHR,2,_Quercus rubra_
221,CHR/511_CHR_74_GalaxyS7_20170916_170122_4.jpg,CHR,2,_Quercus rubra_
222,CHR/534_CHR_92_GalaxyS5_20170607_151119_9.jpg,CHR,2,_Quercus rubra_
223,CHR/510_CHR_45_GalaxyS7_20170916_165624_4.jpg,CHR,2,_Quercus rubra_
224,CHR/492_CHR_241_GalaxyS7_20170916_154101_36.jpg,CHR,2,_Quercus rubra_
225,CHR/46_CHR_97_Nexus 5_20170608_095319_3.jpg,CHR,2,_Quercus rubra_
226,CHR/676_CHR_134_GalaxyS5_20170615_115642_5.jpg,CHR,2,_Quercus rubra_
227,CHR/492_CHR_241_GalaxyS7_20170916_154101_22.jpg,CHR,2,_Quercus rubra_
228,CHR/72_CHR_135_Nexus 5_20170906_100806_4.jpg,CHR,2,_Quercus rubra_
229,CHR/76_CHR_160_Nexus 5_20170906_101055_16.jpg,CHR,2,_Quercus rubra_
230,CHR/475_CHR_170_GalaxyS7_20170916_141940_15.jpg,CHR,2,_Quercus rubra_
231,CHR/529_CHR_304_GalaxyS7_20170918_120803_42.jpg,CHR,2,_Quercus rubra_
232,CHR/508_CHR_76_GalaxyS7_20170916_165247_5.jpg,CHR,2,_Quercus rubra_
233,CHR/58_CHR_107_Nexus 5_20170906_095604_15.jpg,CHR,2,_Quercus rubra_
234,CHR/45_CHR_130_Nexus 5_20170608_094309_20.jpg,CHR,2,_Quercus rubra_
235,CHR/57_CHR_50_Nexus 5_20170906_093936_17.jpg,CHR,2,_Quercus rubra_
236,CHR/534_CHR_92_GalaxyS7_20170607_150948_21.jpg,CHR,2,_Quercus rubra_
237,CHR/48_CHR_100_Nexus 5_20170608_101034_8.jpg,CHR,2,_Quercus rubra_
238,CHR/520_CHR_188_GalaxyS7_20170916_181952_15.jpg,CHR,2,_Quercus rubra_
239,CHR/513_CHR_114_GalaxyS7_20170916_170457_3.jpg,CHR,2,_Quercus rubra_
240,CHR/518_CHR_97_GalaxyS7_20170916_181256_2.jpg,CHR,2,_Quercus rubra_
241,CHR/66_CHR_153_Nexus 5_20170906_100243_12.jpg,CHR,2,_Quercus rubra_
242,CHR/533_CHR_121_GalaxyS5_20170607_150317_3.jpg,CHR,2,_Quercus rubra_
243,CHR/41_CHR_83_Nexus 5_20170607_134706_4.jpg,CHR,2,_Quercus rubra_
244,CHR/41_CHR_83_GalaxyS5_20170607_134920_12.jpg,CHR,2,_Quercus rubra_
245,CHR/512_CHR_84_GalaxyS7_20170916_170238_14.jpg,CHR,2,_Quercus rubra_
246,CHR/487_CHR_61_GalaxyS7_20170916_152534_4.jpg,CHR,2,_Quercus rubra_
247,CHR/77_CHR_146_Nexus 5_20170906_101151_11.jpg,CHR,2,_Quercus rubra_
248,CHR/41_CHR_83_Nexus 5_20170607_134706_20.jpg,CHR,2,_Quercus rubra_
249,CHR/41_CHR_83_GalaxyS7_20170607_134909_19.jpg,CHR,2,_Quercus rubra_
250,CHR/74_CHR_96_Nexus 5_20170906_100932_5.jpg,CHR,2,_Quercus rubra_
251,CHR/530_CHR_75_GalaxyS5_20170607_140002_40.jpg,CHR,2,_Quercus rubra_
252,CHR/41_CHR_83_GalaxyS7_20170607_134909_31.jpg,CHR,2,_Quercus rubra_
253,CHR/63_CHR_59_Nexus 5_20170906_100011_13.jpg,CHR,2,_Quercus rubra_
254,CHR/479_CHR_132_GalaxyS7_20170916_142740_8.jpg,CHR,2,_Quercus rubra_
255,CHR/41_CHR_83_GalaxyS7_20170607_134909_25.jpg,CHR,2,_Quercus rubra_
256,CHR/480_CHR_228_GalaxyS7_20170916_143013_3.jpg,CHR,2,_Quercus rubra_
257,CHR/478_CHR_132_GalaxyS7_20170916_142627_6.jpg,CHR,2,_Quercus rubra_
258,CHR/478_CHR_132_GalaxyS7_20170916_142627_7.jpg,CHR,2,_Quercus rubra_
259,CHR/480_CHR_228_GalaxyS7_20170916_143013_2.jpg,CHR,2,_Quercus rubra_
260,CHR/41_CHR_83_GalaxyS7_20170607_134909_24.jpg,CHR,2,_Quercus rubra_
261,CHR/479_CHR_132_GalaxyS7_20170916_142740_9.jpg,CHR,2,_Quercus rubra_
262,CHR/63_CHR_59_Nexus 5_20170906_100011_12.jpg,CHR,2,_Quercus rubra_
263,CHR/41_CHR_83_GalaxyS7_20170607_134909_30.jpg,CHR,2,_Quercus rubra_
264,CHR/41_CHR_83_GalaxyS7_20170607_134909_18.jpg,CHR,2,_Quercus rubra_
265,CHR/530_CHR_75_GalaxyS5_20170607_140002_41.jpg,CHR,2,_Quercus rubra_
266,CHR/74_CHR_96_Nexus 5_20170906_100932_4.jpg,CHR,2,_Quercus rubra_
267,CHR/487_CHR_61_GalaxyS7_20170916_152534_5.jpg,CHR,2,_Quercus rubra_
268,CHR/41_CHR_83_Nexus 5_20170607_134706_21.jpg,CHR,2,_Quercus rubra_
269,CHR/77_CHR_146_Nexus 5_20170906_101151_10.jpg,CHR,2,_Quercus rubra_
270,CHR/533_CHR_121_GalaxyS5_20170607_150317_2.jpg,CHR,2,_Quercus rubra_
271,CHR/512_CHR_84_GalaxyS7_20170916_170238_15.jpg,CHR,2,_Quercus rubra_
272,CHR/41_CHR_83_GalaxyS5_20170607_134920_13.jpg,CHR,2,_Quercus rubra_
273,CHR/41_CHR_83_Nexus 5_20170607_134706_5.jpg,CHR,2,_Quercus rubra_
274,CHR/66_CHR_153_Nexus 5_20170906_100243_13.jpg,CHR,2,_Quercus rubra_
