,Image path,Directory,Class ID,Class name
2726,PIR/631_PIR_72_GalaxyS7_20170607_142802_52.jpg,PIR,19,_Pinus resinosa_
9142,BOP/665_BOP_81_GalaxyS5_20170712_102518_12.jpg,BOP,1,_Betula papyrifera_
23189,MEL/877_MEL_110_GalaxyS5_20170706_122221_17.jpg,MEL,12,_Larix laricina_
801,CHR/61_CHR_57_Nexus 5_20170906_095849_17.jpg,CHR,2,_Quercus rubra_
17516,EPN/727_EPN_90_GalaxyS5_20170622_112107_12.jpg,EPN,4,_Picea mariana_
19525,EPO/163_EPO_155_Nexus 5_20170922_101154_3.jpg,EPO,5,_Picea abies_
9898,EPB/110_EPB_97_Nexus 5_20170817_113612_9.jpg,EPB,3,_Picea glauca_
13683,ERS/582_ERS_104_GalaxyS7_20170920_164833_14.jpg,ERS,9,_Acer saccharum_
22203,MEL/847_MEL_86_GalaxyS5_20170706_112438_21.jpg,MEL,12,_Larix laricina_
8308,OSV/897_OSV_60_GalaxyS5_20170713_120136_3.jpg,OSV,14,_Ostrya virginiana_
22711,MEL/842_MEL_75_GalaxyS5_20170706_111314_21.jpg,MEL,12,_Larix laricina_
10918,ERR/567_ERR_74_GalaxyS7_20170922_132359_24.jpg,ERR,8,_Acer rubrum_
17308,EPN/704_EPN_105_GalaxyS5_20170622_101835_17.jpg,EPN,4,_Picea mariana_
6678,BOJ/647_BOJ_69_GalaxyS5_20170615_120358_7.jpg,BOJ,0,_Betula alleghaniensis_
2032,CHR/501_CHR_36_GalaxyS7_20170916_161242_17.jpg,CHR,2,_Quercus rubra_
10471,ERR/545_ERR_36_GalaxyS7_20170922_123004_25.jpg,ERR,8,_Acer rubrum_
2321,CHR/500_CHR_33_GalaxyS7_20170916_161047_8.jpg,CHR,2,_Quercus rubra_
22851,MEL/807_MEL_72_GalaxyS5_20170622_093331_2.jpg,MEL,12,_Larix laricina_
13467,ERS/596_ERS_214_GalaxyS7_20170607_135637_45.jpg,ERS,9,_Acer saccharum_
11513,ERR/759_ERR_62_GalaxyS5_20170615_110012_30.jpg,ERR,8,_Acer rubrum_
16720,PET/911_PET_110_GalaxyS5_20170712_102054_3.jpg,PET,16,_Populus tremuloides_
16913,PET/917_PET_122_GalaxyS5_20170712_103910_9.jpg,PET,16,_Populus tremuloides_
10735,ERR/568_ERR_117_GalaxyS7_20170607_141023_30.jpg,ERR,8,_Acer rubrum_
7296,PRU/387_PRU_142_Nexus 5_20170608_100924_3.jpg,PRU,20,_Tsuga canadensis_
20004,EPO/162_EPO_59_Nexus 5_20170922_100940_21.jpg,EPO,5,_Picea abies_
4674,FRA/790_FRA_110_GalaxyS5_20170713_102555_21.jpg,FRA,10,_Fraxinus americana_
14315,ERS/594_ERS_115_GalaxyS7_20170607_135132_49.jpg,ERS,9,_Acer saccharum_
15429,PIB/968_PIB_95_GalaxyS5_20170615_131355_15.jpg,PIB,17,_Pinus strobus_
536,CHR/500_CHR_33_GalaxyS7_20170916_161047_6.jpg,CHR,2,_Quercus rubra_
19328,HEG/802_HEG_56_GalaxyS5_20170713_111609_14.jpg,HEG,11,_Fagus grandifolia_
11297,ERR/757_ERR_130_GalaxyS5_20170615_105629_6.jpg,ERR,8,_Acer rubrum_
15123,PIB/335_PIB_59_GalaxyS5_20170615_131855_28.jpg,PIB,17,_Pinus strobus_
18108,EPR/539_EPR_83_GalaxyS5_20170607_153802_13.jpg,EPR,6,_Picea rubens_
15265,PIB/335_PIB_59_GalaxyS5_20170615_131855_12.jpg,PIB,17,_Pinus strobus_
9961,EPB/102_EPB_98_Nexus 5_20170817_112958_2.jpg,EPB,3,_Picea glauca_
6182,BOJ/649_BOJ_84_GalaxyS5_20170615_134155_16.jpg,BOJ,0,_Betula alleghaniensis_
21101,THO/443_THO_85_Nexus 5_20170810_102538_7.jpg,THO,22,_Thuja occidentalis_
4349,FRA/265_FRA_67_Nexus 5_20170804_103254_7.jpg,FRA,10,_Fraxinus americana_
17599,EPN/713_EPN_70_GalaxyS5_20170622_104039_19.jpg,EPN,4,_Picea mariana_
21965,MEL/810_MEL_159_GalaxyS5_20170706_102041_20.jpg,MEL,12,_Larix laricina_
17080,EPN/738_EPN_73_GalaxyS5_20170622_115614_8.jpg,EPN,4,_Picea mariana_
5802,BOJ/460_BOJ_89_GalaxyS5_20170607_144947_34.jpg,BOJ,0,_Betula alleghaniensis_
21246,THO/1006_THO_85_GalaxyS5_20170615_134638_11.jpg,THO,22,_Thuja occidentalis_
12155,ORA/630_ORA_63_GalaxyS5_20170607_142209_51.jpg,ORA,13,_Ulmus americana_
23236,MEL/808_MEL_82_GalaxyS5_20170622_093519_4.jpg,MEL,12,_Larix laricina_
16595,PET/922_PET_105_GalaxyS5_20170712_104635_9.jpg,PET,16,_Populus tremuloides_
3370,FRA/607_FRA_62_GalaxyS7_20170607_152237_4.jpg,FRA,10,_Fraxinus americana_
9389,BOP/670_BOP_51_GalaxyS5_20170713_101145_20.jpg,BOP,1,_Betula papyrifera_
10412,EPB/89_EPB_71_Nexus 5_20170817_111001_17.jpg,EPB,3,_Picea glauca_
1322,CHR/532_CHR_95_GalaxyS5_20170607_150101_27.jpg,CHR,2,_Quercus rubra_
22970,MEL/876_MEL_134_GalaxyS5_20170706_122009_20.jpg,MEL,12,_Larix laricina_
1578,CHR/51_CHR_95_Nexus 5_20170906_092429_16.jpg,CHR,2,_Quercus rubra_
3390,FRA/600_FRA_95_GalaxyS5_20170607_140457_12.jpg,FRA,10,_Fraxinus americana_
124,CHR/44_CHR_140_Nexus 5_20170608_093912_28.jpg,CHR,2,_Quercus rubra_
4608,FRA/262_FRA_85_Nexus 5_20170804_102811_4.jpg,FRA,10,_Fraxinus americana_
12486,ORA/629_ORA_255_GalaxyS5_20170607_140656_24.jpg,ORA,13,_Ulmus americana_
19570,EPO/159_EPO_61_Nexus 5_20170922_100408_17.jpg,EPO,5,_Picea abies_
22515,MEL/808_MEL_82_GalaxyS5_20170622_093519_14.jpg,MEL,12,_Larix laricina_
14295,ERS/577_ERS_69_GalaxyS7_20170920_163220_16.jpg,ERS,9,_Acer saccharum_
9701,BOP/465_BOP_55_GalaxyS5_20170607_140839_17.jpg,BOP,1,_Betula papyrifera_
8146,OSV/889_OSV_101_GalaxyS5_20170713_105344_23.jpg,OSV,14,_Ostrya virginiana_
22337,MEL/818_MEL_68_GalaxyS5_20170706_103144_20.jpg,MEL,12,_Larix laricina_
3943,FRA/792_FRA_110_GalaxyS5_20170713_105752_7.jpg,FRA,10,_Fraxinus americana_
6878,BOJ/21_BOJ_57_Nexus 5_20170608_092650_4.jpg,BOJ,0,_Betula alleghaniensis_
17165,EPN/718_EPN_82_GalaxyS5_20170622_104828_11.jpg,EPN,4,_Picea mariana_
11094,ERR/546_ERR_33_GalaxyS7_20170922_123251_13.jpg,ERR,8,_Acer rubrum_
20325,EPO/124_EPO_105_Nexus 5_20170921_151420_10.jpg,EPO,5,_Picea abies_
2763,PIR/353_PIR_131_Nexus 5_20170817_100202_9.jpg,PIR,19,_Pinus resinosa_
19327,HEG/285_HEG_90_Nexus 5_20170906_103913_7.jpg,HEG,11,_Fagus grandifolia_
11696,ERR/568_ERR_117_GalaxyS7_20170607_141023_16.jpg,ERR,8,_Acer rubrum_
21048,THO/636_THO_80_GalaxyS7_20170607_141430_10.jpg,THO,22,_Thuja occidentalis_
15544,PIB/326_PIB_85_Nexus 5_20170615_124520_33.jpg,PIB,17,_Pinus strobus_
8343,OSV/310_OSV_66_Nexus 5_20170906_104952_21.jpg,OSV,14,_Ostrya virginiana_
10711,ERR/201_ERR_49_Nexus 5_20170804_111800_3.jpg,ERR,8,_Acer rubrum_
17651,EPN/735_EPN_63_GalaxyS5_20170622_115059_4.jpg,EPN,4,_Picea mariana_
22403,MEL/820_MEL_52_GalaxyS5_20170706_103542_17.jpg,MEL,12,_Larix laricina_
17705,EPN/736_EPN_76_GalaxyS5_20170622_115215_9.jpg,EPN,4,_Picea mariana_
2628,CHR/496_CHR_71_GalaxyS7_20170916_155202_10.jpg,CHR,2,_Quercus rubra_
14925,PIB/319_PIB_90_Nexus 5_20170615_123306_25.jpg,PIB,17,_Pinus strobus_
11294,ERR/760_ERR_101_GalaxyS5_20170615_110224_18.jpg,ERR,8,_Acer rubrum_
9364,BOP/671_BOP_58_GalaxyS5_20170713_113000_23.jpg,BOP,1,_Betula papyrifera_
20355,EPO/145_EPO_81_Nexus 5_20170921_154355_11.jpg,EPO,5,_Picea abies_
8733,BOP/467_BOP_65_GalaxyS5_20170607_144013_49.jpg,BOP,1,_Betula papyrifera_
3910,FRA/599_FRA_121_GalaxyS7_20170607_140202_67.jpg,FRA,10,_Fraxinus americana_
23384,MEL/826_MEL_99_GalaxyS5_20170706_104529_20.jpg,MEL,12,_Larix laricina_
3966,FRA/599_FRA_121_GalaxyS5_20170607_140207_37.jpg,FRA,10,_Fraxinus americana_
2667,CHR/489_CHR_94_GalaxyS7_20170916_153023_23.jpg,CHR,2,_Quercus rubra_
11616,ERR/197_ERR_72_Nexus 5_20170804_111431_4.jpg,ERR,8,_Acer rubrum_
14477,ERS/586_ERS_30_GalaxyS7_20170920_165935_9.jpg,ERS,9,_Acer saccharum_
14943,PIB/970_PIB_63_GalaxyS5_20170615_131728_23.jpg,PIB,17,_Pinus strobus_
23231,MEL/844_MEL_70_GalaxyS5_20170706_111702_8.jpg,MEL,12,_Larix laricina_
22948,MEL/842_MEL_75_GalaxyS5_20170706_111314_25.jpg,MEL,12,_Larix laricina_
19738,EPO/168_EPO_34_Nexus 5_20170922_102206_12.jpg,EPO,5,_Picea abies_
14564,ERS/772_ERS_117_GalaxyS5_20170615_113648_23.jpg,ERS,9,_Acer saccharum_
5048,SAB/421_SAB_79_Nexus 5_20170615_125557_2.jpg,SAB,21,_Abies balsamea_
19033,HEG/795_HEG_59_GalaxyS5_20170615_103006_45.jpg,HEG,11,_Fagus grandifolia_
9785,BOP/672_BOP_60_GalaxyS5_20170713_115823_2.jpg,BOP,1,_Betula papyrifera_
9400,BOP/469_BOP_75_GalaxyS5_20170607_150443_8.jpg,BOP,1,_Betula papyrifera_
15856,PIB/967_PIB_107_GalaxyS5_20170615_131100_14.jpg,PIB,17,_Pinus strobus_
15664,PIB/319_PIB_90_Nexus 5_20170615_123306_2.jpg,PIB,17,_Pinus strobus_
12223,ORA/298_ORA_120_Nexus 5_20170810_115736_6.jpg,ORA,13,_Ulmus americana_
18082,EPR/180_EPR_97_Nexus 5_20170608_102619_17.jpg,EPR,6,_Picea rubens_
4470,FRA/256_FRA_112_Nexus 5_20170804_102047_2.jpg,FRA,10,_Fraxinus americana_
17373,EPN/713_EPN_70_GalaxyS5_20170622_104039_13.jpg,EPN,4,_Picea mariana_
17217,EPN/721_EPN_83_GalaxyS5_20170622_110803_10.jpg,EPN,4,_Picea mariana_
14955,PIB/331_PIB_88_Nexus 5_20170615_125220_21.jpg,PIB,17,_Pinus strobus_
566,CHR/533_CHR_121_GalaxyS5_20170607_150317_5.jpg,CHR,2,_Quercus rubra_
18760,HEG/617_HEG_76_GalaxyS7_20170916_160358_8.jpg,HEG,11,_Fagus grandifolia_
11443,ERR/554_ERR_94_GalaxyS7_20170922_125139_9.jpg,ERR,8,_Acer rubrum_
15472,PIB/336_PIB_95_Nexus 5_20170615_132131_15.jpg,PIB,17,_Pinus strobus_
14768,ERS/598_ERS_71_GalaxyS7_20170607_151119_7.jpg,ERS,9,_Acer saccharum_
17818,EPN/736_EPN_76_GalaxyS5_20170622_115215_19.jpg,EPN,4,_Picea mariana_
12623,ORA/626_ORA_64_GalaxyS7_20170607_134126_33.jpg,ORA,13,_Ulmus americana_
8923,BOP/470_BOP_63_GalaxyS5_20170607_153229_23.jpg,BOP,1,_Betula papyrifera_
20107,EPO/739_EPO_131_GalaxyS5_20170615_100819_17.jpg,EPO,5,_Picea abies_
23400,MEL/856_MEL_85_GalaxyS5_20170706_114510_34.jpg,MEL,12,_Larix laricina_
10815,ERR/755_ERR_74_GalaxyS5_20170615_104119_14.jpg,ERR,8,_Acer rubrum_
23524,MEL/825_MEL_74_GalaxyS5_20170706_104401_15.jpg,MEL,12,_Larix laricina_
3838,FRA/603_FRA_80_GalaxyS7_20170607_150023_14.jpg,FRA,10,_Fraxinus americana_
1063,CHR/490_CHR_111_GalaxyS7_20170916_153259_7.jpg,CHR,2,_Quercus rubra_
11243,ERR/193_ERR_96_Nexus 5_20170804_094037_3.jpg,ERR,8,_Acer rubrum_
9937,EPB/690_EPB_93_GalaxyS5_20170712_123026_19.jpg,EPB,3,_Picea glauca_
6164,BOJ/653_BOJ_86_GalaxyS5_20170622_103015_3.jpg,BOJ,0,_Betula alleghaniensis_
20757,EPO/746_EPO_101_GalaxyS5_20170615_101750_10.jpg,EPO,5,_Picea abies_
5095,SAB/634_SAB_54_GalaxyS7_20170607_153203_12.jpg,SAB,21,_Abies balsamea_
4656,FRA/268_FRA_74_Nexus 5_20170804_110241_10.jpg,FRA,10,_Fraxinus americana_
19302,HEG/798_HEG_88_GalaxyS5_20170713_101954_19.jpg,HEG,11,_Fagus grandifolia_
18902,HEG/625_HEG_50_GalaxyS7_20170916_180722_5.jpg,HEG,11,_Fagus grandifolia_
6010,BOJ/461_BOJ_53_GalaxyS5_20170607_145406_2.jpg,BOJ,0,_Betula alleghaniensis_
14024,ERS/596_ERS_214_GalaxyS5_20170607_135644_14.jpg,ERS,9,_Acer saccharum_
9331,BOP/467_BOP_65_GalaxyS5_20170607_144013_33.jpg,BOP,1,_Betula papyrifera_
15723,PIB/964_PIB_146_GalaxyS5_20170615_130456_18.jpg,PIB,17,_Pinus strobus_
16545,PET/941_PET_69_GalaxyS5_20170712_112615_12.jpg,PET,16,_Populus tremuloides_
3173,PIR/358_PIR_88_Nexus 5_20170817_110336_4.jpg,PIR,19,_Pinus resinosa_
15295,PIB/329_PIB_98_Nexus 5_20170615_124955_12.jpg,PIB,17,_Pinus strobus_
2094,CHR/66_CHR_153_Nexus 5_20170906_100243_4.jpg,CHR,2,_Quercus rubra_
21260,THO/432_THO_54_Nexus 5_20170615_135113_4.jpg,THO,22,_Thuja occidentalis_
19471,HEG/622_HEG_81_GalaxyS7_20170916_175841_15.jpg,HEG,11,_Fagus grandifolia_
16540,PET/926_PET_80_GalaxyS5_20170712_105722_18.jpg,PET,16,_Populus tremuloides_
12691,ORA/629_ORA_255_GalaxyS7_20170607_140652_17.jpg,ORA,13,_Ulmus americana_
4074,FRA/268_FRA_74_Nexus 5_20170804_110241_9.jpg,FRA,10,_Fraxinus americana_
15180,PIB/321_PIB_64_Nexus 5_20170615_123653_24.jpg,PIB,17,_Pinus strobus_
11402,ERR/755_ERR_74_GalaxyS5_20170615_104119_2.jpg,ERR,8,_Acer rubrum_
14280,ERS/5_ERS_108_Lumix_20170804_094308_6.jpg,ERS,9,_Acer saccharum_
5328,SAB/1003_SAB_73_GalaxyS5_20170622_113655_2.jpg,SAB,21,_Abies balsamea_
9643,BOP/472_BOP_48_GalaxyS5_20170607_154209_11.jpg,BOP,1,_Betula papyrifera_
20315,EPO/742_EPO_104_GalaxyS5_20170615_101146_13.jpg,EPO,5,_Picea abies_
2058,CHR/680_CHR_147_GalaxyS5_20170713_105943_19.jpg,CHR,2,_Quercus rubra_
9002,BOP/467_BOP_65_GalaxyS5_20170607_144013_9.jpg,BOP,1,_Betula papyrifera_
4556,FRA/599_FRA_121_GalaxyS7_20170607_140202_35.jpg,FRA,10,_Fraxinus americana_
17569,EPN/699_EPN_98_GalaxyS5_20170622_100838_15.jpg,EPN,4,_Picea mariana_
5405,SAB/634_SAB_54_GalaxyS5_20170607_153441_28.jpg,SAB,21,_Abies balsamea_
2548,CHR/680_CHR_147_GalaxyS5_20170713_105943_5.jpg,CHR,2,_Quercus rubra_
21994,MEL/826_MEL_99_GalaxyS5_20170706_104529_8.jpg,MEL,12,_Larix laricina_
13337,ERS/587_ERS_89_GalaxyS7_20170920_170203_23.jpg,ERS,9,_Acer saccharum_
12080,ERR/198_ERR_63_Nexus 5_20170804_111458_4.jpg,ERR,8,_Acer rubrum_
15847,PIB/344_PIB_106_Nexus 5_20170804_111945_3.jpg,PIB,17,_Pinus strobus_
10454,ERR/758_ERR_88_GalaxyS5_20170615_105834_17.jpg,ERR,8,_Acer rubrum_
14525,ERS/580_ERS_28_GalaxyS7_20170920_164330_10.jpg,ERS,9,_Acer saccharum_
5896,BOJ/26_BOJ_100_Nexus 5_20170804_091719_15.jpg,BOJ,0,_Betula alleghaniensis_
4888,SAB/425_SAB_56_Nexus 5_20170615_135719_19.jpg,SAB,21,_Abies balsamea_
23166,MEL/856_MEL_85_GalaxyS5_20170706_114510_26.jpg,MEL,12,_Larix laricina_
18461,EPR/178_EPR_100_Nexus 5_20170608_102414_4.jpg,EPR,6,_Picea rubens_
12283,ORA/630_ORA_63_GalaxyS5_20170607_142209_4.jpg,ORA,13,_Ulmus americana_
18173,EPR/175_EPR_42_Nexus 5_20170608_094645_4.jpg,EPR,6,_Picea rubens_
12128,ORA/627_ORA_151_GalaxyS7_20170607_134357_27.jpg,ORA,13,_Ulmus americana_
11301,ERR/554_ERR_94_GalaxyS7_20170922_125139_12.jpg,ERR,8,_Acer rubrum_
11198,ERR/766_ERR_63_GalaxyS5_20170615_113840_6.jpg,ERR,8,_Acer rubrum_
9067,BOP/669_BOP_54_GalaxyS5_20170713_101041_12.jpg,BOP,1,_Betula papyrifera_
15478,PIB/323_PIB_130_Nexus 5_20170615_124026_23.jpg,PIB,17,_Pinus strobus_
41,CHR/530_CHR_75_GalaxyS7_20170607_135958_49.jpg,CHR,2,_Quercus rubra_
11504,ERR/554_ERR_94_GalaxyS7_20170922_125139_14.jpg,ERR,8,_Acer rubrum_
11051,ERR/190_ERR_100_Nexus 5_20170608_095430_7.jpg,ERR,8,_Acer rubrum_
15455,PIB/335_PIB_59_GalaxyS5_20170615_131855_23.jpg,PIB,17,_Pinus strobus_
10581,ERR/768_ERR_55_GalaxyS5_20170706_122831_10.jpg,ERR,8,_Acer rubrum_
2068,CHR/64_CHR_89_Nexus 5_20170906_100053_13.jpg,CHR,2,_Quercus rubra_
22349,MEL/842_MEL_75_GalaxyS5_20170706_111314_17.jpg,MEL,12,_Larix laricina_
200,CHR/491_CHR_109_GalaxyS7_20170916_153547_2.jpg,CHR,2,_Quercus rubra_
18765,HEG/282_HEG_75_Nexus 5_20170906_103318_2.jpg,HEG,11,_Fagus grandifolia_
23483,MEL/858_MEL_100_GalaxyS5_20170706_114948_20.jpg,MEL,12,_Larix laricina_
18381,EPR/753_EPR_97_GalaxyS5_20170615_112415_25.jpg,EPR,6,_Picea rubens_
3591,FRA/601_FRA_142_GalaxyS7_20170607_143908_49.jpg,FRA,10,_Fraxinus americana_
22101,MEL/846_MEL_103_GalaxyS5_20170706_112259_11.jpg,MEL,12,_Larix laricina_
5305,SAB/990_SAB_72_GalaxyS5_20170622_091521_2.jpg,SAB,21,_Abies balsamea_
9395,BOP/468_BOP_60_GalaxyS7_20170607_145530_40.jpg,BOP,1,_Betula papyrifera_
11771,ERR/568_ERR_117_GalaxyS7_20170607_141023_17.jpg,ERR,8,_Acer rubrum_
11716,ERR/543_ERR_25_GalaxyS7_20170922_122524_13.jpg,ERR,8,_Acer rubrum_
17515,EPN/699_EPN_98_GalaxyS5_20170622_100838_12.jpg,EPN,4,_Picea mariana_
12072,ERR/755_ERR_74_GalaxyS5_20170615_104119_20.jpg,ERR,8,_Acer rubrum_
5437,SAB/634_SAB_54_GalaxyS7_20170607_153203_23.jpg,SAB,21,_Abies balsamea_
15671,PIB/965_PIB_155_GalaxyS5_20170615_130734_28.jpg,PIB,17,_Pinus strobus_
23220,MEL/845_MEL_83_GalaxyS5_20170706_112035_26.jpg,MEL,12,_Larix laricina_
19121,HEG/618_HEG_86_GalaxyS7_20170916_171017_15.jpg,HEG,11,_Fagus grandifolia_
22541,MEL/863_MEL_120_GalaxyS5_20170706_115814_12.jpg,MEL,12,_Larix laricina_
6071,BOJ/461_BOJ_53_GalaxyS7_20170607_145206_10.jpg,BOJ,0,_Betula alleghaniensis_
18851,HEG/621_HEG_86_GalaxyS7_20170916_171622_17.jpg,HEG,11,_Fagus grandifolia_
14061,ERS/776_ERS_116_GalaxyS5_20170713_102317_8.jpg,ERS,9,_Acer saccharum_
2866,PIR/356_PIR_100_Nexus 5_20170817_101151_15.jpg,PIR,19,_Pinus resinosa_
12873,ORA/628_ORA_133_GalaxyS7_20170607_134623_48.jpg,ORA,13,_Ulmus americana_
2163,CHR/67_CHR_54_Nexus 5_20170906_100340_3.jpg,CHR,2,_Quercus rubra_
567,CHR/41_CHR_83_Nexus 5_20170607_134706_2.jpg,CHR,2,_Quercus rubra_
19340,HEG/624_HEG_53_GalaxyS7_20170916_180432_22.jpg,HEG,11,_Fagus grandifolia_
4917,SAB/981_SAB_74_GalaxyS5_20170615_130608_12.jpg,SAB,21,_Abies balsamea_
1481,CHR/47_CHR_140_Nexus 5_20170608_100337_26.jpg,CHR,2,_Quercus rubra_
15489,PIB/327_PIB_89_Nexus 5_20170615_124707_7.jpg,PIB,17,_Pinus strobus_
21459,THO/429_THO_39_Nexus 5_20170615_122951_27.jpg,THO,22,_Thuja occidentalis_
